0 0
0.0990099 0.0187144
0.19802 0.00874634
0.29703 -0.0168875
0.39604 -0.0645579
0.49505 -0.135556
0.594059 -0.234373
0.693069 -0.360008
0.792079 -0.514333
0.891089 -0.693465
0.990099 -0.896288
1.08911 -1.11588
1.18812 -1.34823
1.28713 -1.58373
1.38614 -1.81607
1.48515 -2.03378
1.58416 -2.22933
1.68317 -2.3906
1.78218 -2.51024
1.88119 -2.577
1.9802 -2.58522
2.07921 -2.52609
2.17822 -2.39708
2.27723 -2.19318
2.37624 -1.91615
2.47525 -1.56573
2.57426 -1.14865
2.67327 -0.669735
2.77228 -0.140666
2.87129 0.42896
2.9703 1.0232
3.06931 1.62872
3.16832 2.2267
3.26733 2.80173
3.36634 3.33395
3.46535 3.80798
3.56436 4.20513
3.66337 4.51227
3.76238 4.71408
3.86139 4.80183
3.9604 4.76551
4.05941 4.6025
4.15842 4.30948
4.25743 3.89099
4.35644 3.35105
4.45545 2.70158
4.55446 1.95372
4.65347 1.12606
4.75248 0.235744
4.85149 -0.693465
4.9505 -1.64033
5.0495 -2.57815
5.14851 -3.48405
5.24752 -4.33107
5.34653 -5.09743
5.44554 -5.7587
5.54455 -6.29697
5.64356 -6.69292
5.74257 -6.93487
5.84158 -7.01075
5.94059 -6.91683
6.0396 -6.64961
6.13861 -6.21427
6.23762 -5.6163
6.33663 -4.86972
6.43564 -3.9885
6.53465 -2.9945
6.63366 -1.9087
6.73267 -0.758967
6.83168 0.42896
6.93069 1.62369
7.0297 2.79748
7.12871 3.91833
7.22772 4.9595
7.32673 5.8914
7.42574 6.69121
7.52475 7.33459
7.62376 7.80521
7.72277 8.0863
7.82178 8.17004
7.92079 8.04886
8.0198 7.72461
8.11881 7.19968
8.21782 6.48588
8.31683 5.59537
8.41584 4.54926
8.51485 3.36834
8.61386 2.08146
8.71287 0.716116
8.81188 -0.693465
8.91089 -2.11573
9.0099 -3.51396
9.10891 -4.85564
9.20792 -6.10477
9.30693 -7.23119
9.40594 -8.20288
9.50495 -8.99522
9.60396 -9.57634
9.70297 -9.92859
9.80198 -10.044
9.90099 -9.7431
